id,name,description
map_1,Indigenous languages of Suriname,
map_2,Langues amérindiennes de Guyane française,
map_3,Lenguas indígenas de la Amazonía boliviana,"Región de las Cuencas de los Ríos Amazonas y de la Plata (Oriente, Chaco y Amazonia)"
map_4,Lenguas indígenas de la Amazonía colombiana,
map_5,Lenguas indígenas de la Amazonía ecuatoriana,
map_6,Lenguas indígenas de la Amazonía peruana,
map_7,Línguas indígenas da Amazônia brasileira,
